Observation time UTC,Air temperature (dry bulb) [Deg C],Wet bulb temperature [Deg C],Dew point temperature [Deg C],Relative humidity [%],Data Source (dry bulb),Data Source (wet bulb)
2015-10-12T13:00:00Z,9.5,8.3,6.9,84,H,H
2015-10-12T14:00:00Z,10.2,9,7.6,84,H,H
2015-10-12T15:00:00Z,10.9,9.7,8.5,85,H,H
2015-10-12T16:00:00Z,11,9.7,8.4,84,H,H
2015-10-12T17:00:00Z,11.2,9.9,8.6,84,H,H
2015-10-12T18:00:00Z,11.4,10,8.6,83,H,H
2015-10-12T19:00:00Z,12,10.3,8.7,80,H,H
2015-10-12T20:00:00Z,11.8,10.4,9,83,H,H
2015-10-12T21:00:00Z,12.6,10.8,9.1,79,H,H
2015-10-12T22:00:00Z,15.3,12.6,10.1,71,H,H
2015-10-12T23:00:00Z,15.8,12.6,9.7,67,H,H
2015-10-13T00:00:00Z,16.6,13.3,10.5,67,H,H
2015-10-13T01:00:00Z,17.2,13.5,10.4,64,H,H
2015-10-13T02:00:00Z,16.8,13.7,11.1,69,H,H
2015-10-13T03:00:00Z,17.3,13.7,10.7,65,H,H
2015-10-13T04:00:00Z,14.4,11.9,9.6,73,H,H
2015-10-13T05:00:00Z,13.6,11.8,10,79,H,H
2015-10-13T06:00:00Z,13.6,11.4,9.3,75,H,H
2015-10-13T07:00:00Z,13.1,11.4,9.7,80,H,H
2015-10-13T08:00:00Z,12.8,11.3,9.8,82,H,H
2015-10-13T09:00:00Z,12.2,10.9,9.6,84,H,H
2015-10-13T10:00:00Z,11.7,10.4,9.1,84,H,H
2015-10-13T11:00:00Z,11.1,10.3,9.5,90,H,H
2015-10-13T12:00:00Z,10.9,10.4,9.8,93,H,H
2015-10-13T13:00:00Z,11.1,10.4,9.7,91,H,H
2015-10-13T14:00:00Z,10.9,10.3,9.7,92,H,H
2015-10-13T15:00:00Z,10.5,10,9.6,94,H,H
2015-10-13T16:00:00Z,9.6,9.2,8.7,94,H,H
2015-10-13T17:00:00Z,9.3,9.1,8.9,97,H,H
2015-10-13T18:00:00Z,10.2,9.7,9.3,94,H,H
2015-10-13T19:00:00Z,11,10.4,9.8,92,H,H
2015-10-13T20:00:00Z,12.4,11.2,10.1,86,H,H
2015-10-13T21:00:00Z,13.8,11.7,9.7,76,H,H
2015-10-13T22:00:00Z,15,12,9.2,68,H,H
2015-10-13T23:00:00Z,15.9,12.2,8.6,62,H,H
2015-10-14T00:00:00Z,16.6,13.3,10.5,67,H,H
2015-10-14T01:00:00Z,15.6,12.4,9.5,67,H,H
2015-10-14T02:00:00Z,17.2,13.3,9.9,62,H,H
2015-10-14T03:00:00Z,15.9,13.2,10.9,72,H,H
2015-10-14T04:00:00Z,15.7,13.3,11.3,75,H,H
2015-10-14T05:00:00Z,14.6,12.6,10.8,78,H,H
2015-10-14T06:00:00Z,13.9,12.5,11.3,84,H,H
2015-10-14T07:00:00Z,13.4,12.5,11.8,90,H,H
2015-10-14T08:00:00Z,13.4,12.5,11.6,89,H,H
2015-10-14T09:00:00Z,13,11.4,9.8,81,H,H
2015-10-14T10:00:00Z,11.9,10.7,9.5,85,H,H
2015-10-14T11:00:00Z,11.2,9.9,8.6,84,H,H
2015-10-14T12:00:00Z,9.9,9,8,88,H,H
2015-10-14T13:00:00Z,8.8,8.1,7.3,90,H,H
2015-10-14T14:00:00Z,8.9,8.2,7.5,91,H,H
2015-10-14T15:00:00Z,8.2,7.9,7.6,96,H,H
2015-10-14T16:00:00Z,7.3,6.9,6.4,94,H,H
2015-10-14T17:00:00Z,7.1,6.7,6.2,94,H,H
2015-10-14T18:00:00Z,8.5,8.2,7.8,95,H,H
2015-10-14T19:00:00Z,9.6,8.7,7.7,88,H,H
2015-10-14T20:00:00Z,10.4,8.9,7.3,81,H,H
2015-10-14T21:00:00Z,11.8,10,8.1,78,H,H
2015-10-14T22:00:00Z,13.2,11,8.9,75,H,H
2015-10-14T23:00:00Z,15,11.7,8.5,65,H,H
2015-10-15T00:00:00Z,16.2,12.5,9.2,63,H,H
2015-10-15T01:00:00Z,16.7,12.6,8.7,59,H,H
2015-10-15T02:00:00Z,17.9,13.4,9.3,57,H,H
2015-10-15T03:00:00Z,18.2,13.6,9.6,57,H,H
2015-10-15T04:00:00Z,17.6,13.6,10,61,H,H
2015-10-15T05:00:00Z,17.1,13.1,9.5,61,H,H
2015-10-15T06:00:00Z,15.6,12.5,9.7,68,H,H
2015-10-15T07:00:00Z,13.6,11.4,9.3,75,H,H
2015-10-15T08:00:00Z,12,10.2,8.3,78,H,H
2015-10-15T09:00:00Z,11.1,9.5,7.8,80,H,H
2015-10-15T10:00:00Z,10.3,9,7.6,83,H,H
2015-10-15T11:00:00Z,9.4,8.3,7,85,H,H
2015-10-15T12:00:00Z,9.2,8.2,7.2,87,H,H
2015-10-15T13:00:00Z,9,8.2,7.3,89,H,H
2015-10-15T14:00:00Z,7.7,7.1,6.3,91,H,H
2015-10-15T15:00:00Z,7.9,7.6,7.3,96,H,H
2015-10-15T16:00:00Z,8.7,8,7.2,90,H,H
2015-10-15T17:00:00Z,9.1,8.1,7.1,87,H,H
2015-10-15T18:00:00Z,9.1,8,6.7,85,H,H
2015-10-15T19:00:00Z,9.3,8,6.6,83,H,H
2015-10-15T20:00:00Z,11,9,6.8,75,H,H
2015-10-15T21:00:00Z,12.6,9.8,6.9,68,H,H
2015-10-15T22:00:00Z,14.8,11.4,8.1,64,H,H
2015-10-15T23:00:00Z,16.1,12,8.1,59,H,H
2015-10-16T00:00:00Z,17.2,12.9,8.9,58,H,H
2015-10-16T01:00:00Z,17.6,13.4,9.8,60,H,H
2015-10-16T02:00:00Z,17.8,13.3,9.2,57,H,H
2015-10-16T03:00:00Z,16.9,12.8,9.1,60,H,H
2015-10-16T04:00:00Z,16.6,12.7,9.1,61,H,H
2015-10-16T05:00:00Z,15.6,11.9,8.4,62,H,H
2015-10-16T06:00:00Z,13.4,10.4,7.2,66,H,H
2015-10-16T07:00:00Z,12.2,9.5,6.5,68,H,H
2015-10-16T08:00:00Z,11.5,9,6.2,70,H,H
2015-10-16T09:00:00Z,11,8.8,6.4,73,H,H
2015-10-16T10:00:00Z,11.2,8.9,6.4,72,H,H
2015-10-16T11:00:00Z,10.8,8.6,6.2,73,H,H
2015-10-16T12:00:00Z,10.6,8.5,6,73,H,H
2015-10-16T13:00:00Z,10.6,8.6,6.4,75,H,H
2015-10-16T14:00:00Z,10.5,8.6,6.5,76,H,H
2015-10-16T15:00:00Z,10.4,8.6,6.6,77,H,H
2015-10-16T16:00:00Z,10.5,8.8,6.8,78,H,H
2015-10-16T17:00:00Z,10.5,8.8,6.8,78,H,H
2015-10-16T18:00:00Z,10.8,8.7,6.4,74,H,H
2015-10-16T19:00:00Z,11.1,9,6.7,74,H,H
2015-10-16T20:00:00Z,12.1,9.7,7,71,H,H
2015-10-16T21:00:00Z,13.1,10.3,7.3,68,H,H
2015-10-16T22:00:00Z,14.5,11.2,8,65,H,H
2015-10-16T23:00:00Z,15.5,11.9,8.5,63,H,H
2015-10-17T00:00:00Z,16.7,12.3,8.2,57,H,H
2015-10-17T01:00:00Z,16.7,12.3,8.2,57,H,H
2015-10-17T02:00:00Z,17.4,12.7,8.3,55,H,H
2015-10-17T03:00:00Z,17.4,12.3,7.2,51,H,H
2015-10-17T04:00:00Z,17,12,7.1,52,H,H
2015-10-17T05:00:00Z,16.1,11.9,7.9,58,H,H
2015-10-17T06:00:00Z,15.1,11.5,7.9,62,H,H
2015-10-17T07:00:00Z,13.7,10.8,7.9,68,H,H
2015-10-17T08:00:00Z,12.9,10.6,8.2,73,H,H
2015-10-17T09:00:00Z,12.5,10.5,8.4,76,H,H
2015-10-17T10:00:00Z,11.8,10,8.1,78,H,H
2015-10-17T11:00:00Z,10.8,9.5,8,83,H,H
2015-10-17T12:00:00Z,10.3,9.2,8.1,86,H,H
2015-10-17T13:00:00Z,9.9,8.9,7.9,87,H,H
2015-10-17T14:00:00Z,9.7,8.9,8,89,H,H
2015-10-17T15:00:00Z,9,8.6,8.1,94,H,H
2015-10-17T16:00:00Z,7.9,7.6,7.3,96,H,H
2015-10-17T17:00:00Z,7.4,7.2,7,97,H,H
2015-10-17T18:00:00Z,8.2,7.9,7.6,96,H,H
2015-10-17T19:00:00Z,11,10.5,10.1,94,H,H
2015-10-17T20:00:00Z,12.6,11.4,10.3,86,H,H
2015-10-17T21:00:00Z,13.7,11.9,10.3,80,H,H
2015-10-17T22:00:00Z,14.2,12.2,10.4,78,H,H
2015-10-17T23:00:00Z,14.4,12.3,10.4,77,H,H
2015-10-18T00:00:00Z,16.6,13.1,10,65,H,H
2015-10-18T01:00:00Z,17.5,13.1,9.2,58,H,H
2015-10-18T02:00:00Z,15.9,11.7,7.4,57,H,H
2015-10-18T03:00:00Z,16,12.3,8.7,62,H,H
2015-10-18T04:00:00Z,15.2,12.3,9.6,69,H,H
2015-10-18T05:00:00Z,15.1,12,9,67,H,H
2015-10-18T06:00:00Z,13.4,11.6,9.8,79,H,H
2015-10-18T07:00:00Z,12.7,11.3,9.9,83,H,H
2015-10-18T08:00:00Z,12.5,11.4,10.4,87,H,H
2015-10-18T09:00:00Z,12.4,11.7,11.2,92,H,H
2015-10-18T10:00:00Z,12.4,10.8,9.2,81,H,H
2015-10-18T11:00:00Z,11.4,9.5,7.5,77,H,H
2015-10-18T12:00:00Z,10,8.5,6.7,80,H,H
2015-10-18T13:00:00Z,9.4,7.8,6,79,H,H
2015-10-18T14:00:00Z,9.4,7.8,6,79,H,H
2015-10-18T15:00:00Z,8.5,7,5.1,79,H,H
2015-10-18T16:00:00Z,9,7.4,5.6,79,H,H
2015-10-18T17:00:00Z,8.4,6.7,4.4,76,H,H
2015-10-18T18:00:00Z,8.4,6.8,4.8,78,H,H
2015-10-18T19:00:00Z,9.7,7.6,5.1,73,H,H
2015-10-18T20:00:00Z,10.5,8.4,6.1,74,H,H
2015-10-18T21:00:00Z,10.5,9.1,7.6,82,H,H
2015-10-18T22:00:00Z,12.9,10.3,7.6,70,H,H
2015-10-18T23:00:00Z,13.4,10.1,6.5,63,H,H
2015-10-19T00:00:00Z,14.2,10.2,5.8,57,H,H
2015-10-19T01:00:00Z,15.3,10.9,6.3,55,H,H
2015-10-19T02:00:00Z,14.4,9.8,4.4,51,H,H
2015-10-19T03:00:00Z,15.4,10.4,4.8,49,H,H
2015-10-19T04:00:00Z,14.5,9.7,4.2,50,H,H
2015-10-19T05:00:00Z,13.7,9.4,4.3,53,H,H
2015-10-19T06:00:00Z,11.6,8.6,5,64,H,H
2015-10-19T07:00:00Z,10.6,8,4.8,67,H,H
2015-10-19T08:00:00Z,9.5,7.2,4.3,70,H,H
2015-10-19T09:00:00Z,8.7,6.7,4.1,73,H,H
2015-10-19T10:00:00Z,7.7,5.9,3.6,75,H,H
2015-10-19T11:00:00Z,7.1,5.3,2.8,74,H,H
2015-10-19T12:00:00Z,6.9,5.1,2.4,73,H,H
2015-10-19T13:00:00Z,5.2,3.8,1.7,78,H,H
2015-10-19T14:00:00Z,3.8,3,1.7,86,H,H
2015-10-19T15:00:00Z,3.9,3.4,2.6,91,H,H
2015-10-19T16:00:00Z,4.1,3.3,2.1,87,H,H
2015-10-19T17:00:00Z,4.3,3.6,2.5,88,H,H
2015-10-19T18:00:00Z,4.9,3.8,2.1,82,H,H
2015-10-19T19:00:00Z,7.9,6.1,3.8,75,H,H
2015-10-19T20:00:00Z,10.8,7.5,3.1,59,H,H
2015-10-19T21:00:00Z,11.6,8.2,4.1,60,H,H
2015-10-19T22:00:00Z,13.6,9.6,5,56,H,H
2015-10-19T23:00:00Z,14.9,10.4,5.4,53,H,H
2015-10-20T00:00:00Z,15.1,10.2,4.8,50,H,H
2015-10-20T01:00:00Z,16.1,10.7,4.8,47,H,H
2015-10-20T02:00:00Z,16.7,10.8,4.1,43,H,H
2015-10-20T03:00:00Z,17.2,11.7,6.1,48,H,H
2015-10-20T04:00:00Z,16.6,11.8,7,53,H,H
2015-10-20T05:00:00Z,14.8,10.9,6.9,59,H,H
2015-10-20T06:00:00Z,13.4,10.2,6.8,64,H,H
2015-10-20T07:00:00Z,11.7,9.1,6.2,69,H,H
2015-10-20T08:00:00Z,10.8,8.6,6,72,H,H
2015-10-20T09:00:00Z,10.2,8.2,5.8,74,H,H
2015-10-20T10:00:00Z,8.4,7.2,5.7,83,H,H
2015-10-20T11:00:00Z,7.7,6.6,5.2,84,H,H
2015-10-20T12:00:00Z,7.3,6.4,5.3,87,H,H
2015-10-20T13:00:00Z,6.2,5.6,4.7,90,H,H
2015-10-20T14:00:00Z,6,5.5,4.8,92,H,H
2015-10-20T15:00:00Z,6.4,5.7,4.9,90,H,H
2015-10-20T16:00:00Z,6.6,6.1,5.6,93,H,H
2015-10-20T17:00:00Z,7.6,7.1,6.4,92,H,H
2015-10-20T18:00:00Z,8.9,8.2,7.4,90,H,H
2015-10-20T19:00:00Z,10.6,9,7.3,80,H,H
2015-10-20T20:00:00Z,11.6,9.6,7.5,76,H,H
2015-10-20T21:00:00Z,12.6,10.2,7.7,72,H,H
2015-10-20T22:00:00Z,14.1,11.4,8.7,70,H,H
2015-10-20T23:00:00Z,14.8,11.5,8.3,65,H,H
2015-10-21T00:00:00Z,16.5,12.6,9,61,H,H
2015-10-21T01:00:00Z,16.5,12.2,8,57,H,H
2015-10-21T02:00:00Z,16.5,12.2,8,57,H,H
2015-10-21T03:00:00Z,17.1,12.7,8.5,57,H,H
2015-10-21T04:00:00Z,15.9,11.1,6.1,52,H,H
2015-10-21T05:00:00Z,14.6,10.8,6.9,60,H,H
2015-10-21T06:00:00Z,13.4,10.5,7.4,67,H,H
2015-10-21T07:00:00Z,12.4,9.7,6.9,69,H,H
2015-10-21T08:00:00Z,11.8,9.6,7.3,74,H,H
2015-10-21T09:00:00Z,11.7,9.7,7.6,76,H,H
2015-10-21T10:00:00Z,11.2,9.3,7.3,77,H,H
2015-10-21T11:00:00Z,11,9.2,7.3,78,H,H
2015-10-21T12:00:00Z,11.2,9.3,7.1,76,H,H
2015-10-21T13:00:00Z,11,9.2,7.3,78,H,H
2015-10-21T14:00:00Z,11.1,9.4,7.6,79,H,H
2015-10-21T15:00:00Z,11.4,10.1,8.8,84,H,H
2015-10-21T16:00:00Z,11.7,10.2,8.7,82,H,H
2015-10-21T17:00:00Z,11.8,10.3,8.8,82,H,H
2015-10-21T18:00:00Z,12.2,10.8,9.4,83,H,H
2015-10-21T19:00:00Z,12.6,11.2,9.8,83,H,H
2015-10-21T20:00:00Z,13,11.7,10.6,85,H,H
2015-10-21T21:00:00Z,13.7,12.2,10.9,83,H,H
2015-10-21T22:00:00Z,14.8,13,11.4,80,H,H
2015-10-21T23:00:00Z,15.9,13.7,11.9,77,H,H
2015-10-22T00:00:00Z,16.3,13.8,11.7,74,H,H
2015-10-22T01:00:00Z,16.6,14,12,74,H,H
2015-10-22T02:00:00Z,16.4,14.1,12.2,76,H,H
2015-10-22T03:00:00Z,16.2,14.2,12.6,79,H,H
2015-10-22T04:00:00Z,16.5,14.4,12.7,78,H,H
2015-10-22T05:00:00Z,16,14.2,12.8,81,H,H
2015-10-22T06:00:00Z,15.5,13.9,12.6,83,H,H
2015-10-22T07:00:00Z,15,13.6,12.5,85,H,H
2015-10-22T08:00:00Z,15.2,13.7,12.5,84,H,H
2015-10-22T09:00:00Z,15.5,13.7,12.3,81,H,H
2015-10-22T10:00:00Z,15.2,13.6,12.3,83,H,H
2015-10-22T11:00:00Z,15.3,13.7,12.4,83,H,H
2015-10-22T12:00:00Z,15.5,13.8,12.5,82,H,H
2015-10-22T13:00:00Z,15.4,13.7,12.4,82,H,H
2015-10-22T14:00:00Z,14.6,13.7,13,90,H,H
2015-10-22T15:00:00Z,14.5,13.8,13.2,92,H,H
2015-10-22T16:00:00Z,14.7,13.8,13.1,90,H,H
2015-10-22T17:00:00Z,14.8,13.7,12.8,88,H,H
2015-10-22T18:00:00Z,14.9,13.4,12.2,84,H,H
2015-10-22T19:00:00Z,15.6,13.7,12.2,80,H,H
2015-10-22T20:00:00Z,16.1,14.1,12.5,79,H,H
2015-10-22T21:00:00Z,16.7,14.2,12.3,75,H,H
2015-10-22T22:00:00Z,17.2,14.6,12.5,74,H,H
2015-10-22T23:00:00Z,18.3,14.8,12.1,67,H,H
2015-10-23T00:00:00Z,17.4,14.5,12.1,71,H,H
2015-10-23T01:00:00Z,18.4,14.7,11.7,65,H,H
2015-10-23T02:00:00Z,19.2,14.5,10.5,57,H,H
2015-10-23T03:00:00Z,18.1,14,10.5,61,H,H
2015-10-23T04:00:00Z,16.8,13.4,10.4,66,H,H
2015-10-23T05:00:00Z,15.9,12.7,9.8,67,H,H
2015-10-23T06:00:00Z,15.8,12,8.3,61,H,H
2015-10-23T07:00:00Z,13.7,10.8,7.9,68,H,H
2015-10-23T08:00:00Z,13.3,10.7,8,70,H,H
2015-10-23T09:00:00Z,12.7,10.6,8.4,75,H,H
2015-10-23T10:00:00Z,12.4,10.5,8.5,77,H,H
2015-10-23T11:00:00Z,12.8,10.6,8.3,74,H,H
2015-10-23T12:00:00Z,12.8,10.7,8.7,76,H,H
2015-10-23T13:00:00Z,12.9,10.6,8.2,73,H,H
2015-10-23T14:00:00Z,13,10.8,8.7,75,H,H
2015-10-23T15:00:00Z,13.1,11.1,9.2,77,H,H
2015-10-23T16:00:00Z,13.5,11.7,9.9,79,H,H
2015-10-23T17:00:00Z,12.5,11.8,11.3,92,H,H
2015-10-23T18:00:00Z,12.1,11.6,11.2,94,H,H
2015-10-23T19:00:00Z,13.4,12.8,12.3,93,H,H
2015-10-23T20:00:00Z,13.1,12.8,12.5,96,H,H
2015-10-23T21:00:00Z,13.8,13.5,13.2,96,H,H
2015-10-23T22:00:00Z,14.9,14.3,13.8,93,H,H
2015-10-23T23:00:00Z,15.3,14.4,13.7,90,H,H
2015-10-24T00:00:00Z,16.8,14.9,13.5,81,H,H
2015-10-24T01:00:00Z,16.8,15.3,14.1,84,H,H
2015-10-24T02:00:00Z,15.5,14.2,13.2,86,H,H
2015-10-24T03:00:00Z,16.6,14.6,12.9,79,H,H
2015-10-24T04:00:00Z,16.7,14.3,12.5,76,H,H
2015-10-24T05:00:00Z,16.1,14.1,12.5,79,H,H
2015-10-24T06:00:00Z,15.8,14,12.6,81,H,H
2015-10-24T07:00:00Z,15,13.6,12.5,85,H,H
2015-10-24T08:00:00Z,14.5,13,11.7,83,H,H
2015-10-24T09:00:00Z,13,11.9,10.9,87,H,H
2015-10-24T10:00:00Z,11.3,10.7,10.2,93,H,H
2015-10-24T11:00:00Z,11.3,10.7,10.2,93,H,H
2015-10-24T12:00:00Z,11.3,10.6,9.9,91,H,H
2015-10-24T13:00:00Z,10.6,9.9,9.2,91,H,H
2015-10-24T14:00:00Z,9.4,9.1,8.8,96,H,H
2015-10-24T15:00:00Z,10,9.7,9.4,96,H,H
2015-10-24T16:00:00Z,9.3,8.9,8.5,95,H,H
2015-10-24T17:00:00Z,9.6,9.2,8.8,95,H,H
2015-10-24T18:00:00Z,10.9,10.5,10.1,95,H,H
2015-10-24T19:00:00Z,12.8,11.4,10.2,84,H,H
2015-10-24T20:00:00Z,14.1,12.4,10.9,81,H,H
2015-10-24T21:00:00Z,15.7,12.9,10.5,71,H,H
2015-10-24T22:00:00Z,16.3,12.9,9.9,66,H,H
2015-10-24T23:00:00Z,17.4,13.2,9.3,59,H,H
2015-10-25T00:00:00Z,18.5,14.5,11.1,62,H,H
2015-10-25T01:00:00Z,20.1,14.7,10.3,53,H,H
2015-10-25T02:00:00Z,20.8,15.1,10.3,51,H,H
2015-10-25T03:00:00Z,20.2,15.3,11.4,57,H,H
2015-10-25T04:00:00Z,19.8,14.6,10.2,54,H,H
2015-10-25T05:00:00Z,18.8,14.1,10.1,57,H,H
2015-10-25T06:00:00Z,17,12.9,9.2,60,H,H
2015-10-25T07:00:00Z,14.7,12.1,9.7,72,H,H
2015-10-25T08:00:00Z,13.4,11.4,9.5,77,H,H
2015-10-25T09:00:00Z,12.2,10.4,8.7,79,H,H
2015-10-25T10:00:00Z,11.2,9.9,8.6,84,H,H
2015-10-25T11:00:00Z,10.7,9.6,8.5,86,H,H
2015-10-25T12:00:00Z,10.3,9.1,7.9,85,H,H
2015-10-25T13:00:00Z,9,8.2,7.3,89,H,H
2015-10-25T14:00:00Z,10.3,9.1,7.7,84,H,H
2015-10-25T15:00:00Z,8.3,7.6,6.8,90,H,H
2015-10-25T16:00:00Z,7.7,7.4,7,95,H,H
2015-10-25T17:00:00Z,8.2,7.9,7.6,96,H,H
2015-10-25T18:00:00Z,8.7,8.1,7.5,92,H,H
2015-10-25T19:00:00Z,10.7,9.4,8,83,H,H
2015-10-25T20:00:00Z,13.7,11.8,9.9,78,H,H
2015-10-25T21:00:00Z,15,12.6,10.4,74,H,H
2015-10-25T22:00:00Z,16,13.3,11,72,H,H
2015-10-25T23:00:00Z,16.8,13.1,9.7,63,H,H
2015-10-26T00:00:00Z,18,13.8,10.1,60,H,H
2015-10-26T01:00:00Z,16.4,12.8,9.6,64,H,H
2015-10-26T02:00:00Z,17.5,13,8.9,57,H,H
2015-10-26T03:00:00Z,16.7,13.3,10.3,66,H,H
2015-10-26T04:00:00Z,16,13,10.3,69,H,H
2015-10-26T05:00:00Z,15.8,12.9,10.4,70,H,H
2015-10-26T06:00:00Z,15.2,12.8,10.6,74,H,H
2015-10-26T07:00:00Z,13.9,11.9,10.2,78,H,H
2015-10-26T08:00:00Z,12.8,10.7,8.7,76,H,H
2015-10-26T09:00:00Z,11.6,10,8.3,80,H,H
2015-10-26T10:00:00Z,11.1,9.2,7.2,77,H,H
2015-10-26T11:00:00Z,10.8,8.9,6.8,76,H,H
2015-10-26T12:00:00Z,11.1,9,6.7,74,H,H
2015-10-26T13:00:00Z,9.9,8.8,7.5,85,H,H
2015-10-26T14:00:00Z,9.1,8.2,7.2,88,H,H
2015-10-26T15:00:00Z,8.2,7.6,6.8,91,H,H
2015-10-26T16:00:00Z,9.9,9.1,8.3,90,H,H
2015-10-26T17:00:00Z,10.6,9.7,8.9,89,H,H
2015-10-26T18:00:00Z,11.7,10.9,10.1,90,H,H
2015-10-26T19:00:00Z,12.2,11.2,10.3,88,H,H
2015-10-26T20:00:00Z,13.8,11.8,10,78,H,H
2015-10-26T21:00:00Z,15.2,12.5,10,71,H,H
2015-10-26T22:00:00Z,16.5,12.7,9.2,62,H,H
2015-10-26T23:00:00Z,17.4,12.9,8.8,57,H,H
2015-10-27T00:00:00Z,18.6,13.1,8,50,H,H
2015-10-27T01:00:00Z,19.4,13.5,8.1,48,H,H
2015-10-27T02:00:00Z,19.4,13.7,8.4,49,H,H
2015-10-27T03:00:00Z,19.2,13.4,7.9,48,H,H
2015-10-27T04:00:00Z,19.2,13.7,8.8,51,H,H
2015-10-27T05:00:00Z,17.5,12.9,8.6,56,H,H
2015-10-27T06:00:00Z,15.9,12.2,8.6,62,H,H
2015-10-27T07:00:00Z,14.5,11.2,8,65,H,H
2015-10-27T08:00:00Z,13.1,10.6,8,71,H,H
2015-10-27T09:00:00Z,12.6,10.7,8.9,78,H,H
2015-10-27T10:00:00Z,11.7,10.1,8.4,80,H,H
2015-10-27T11:00:00Z,11.4,10,8.6,83,H,H
2015-10-27T12:00:00Z,11.1,9.8,8.5,84,H,H
2015-10-27T13:00:00Z,11.5,10.2,8.9,84,H,H
2015-10-27T14:00:00Z,11.6,10.3,9,84,H,H
2015-10-27T15:00:00Z,11.6,10.3,9,84,H,H
2015-10-27T16:00:00Z,11.5,10.3,9.1,85,H,H
2015-10-27T17:00:00Z,11.4,10.3,9.2,86,H,H
2015-10-27T18:00:00Z,11.6,10.4,9.2,85,H,H
2015-10-27T19:00:00Z,12.3,10.7,9.1,81,H,H
2015-10-27T20:00:00Z,13.2,11.1,9.1,76,H,H
2015-10-27T21:00:00Z,14.7,12,9.5,71,H,H
2015-10-27T22:00:00Z,15.4,12.5,9.8,69,H,H
2015-10-27T23:00:00Z,16.4,13.2,10.5,68,H,H
2015-10-28T00:00:00Z,15.7,13.1,10.9,73,H,H
2015-10-28T01:00:00Z,16.6,12.8,9.3,62,H,H
2015-10-28T02:00:00Z,17.1,12.5,8,55,H,H
2015-10-28T03:00:00Z,17.7,13,8.6,55,H,H
2015-10-28T04:00:00Z,17.2,13.4,10.1,63,H,H
2015-10-28T05:00:00Z,16.2,12.3,8.7,61,H,H
2015-10-28T06:00:00Z,15,11.8,8.7,66,H,H
2015-10-28T07:00:00Z,13.6,11.1,8.7,72,H,H
2015-10-28T08:00:00Z,13.1,10.7,8.2,72,H,H
2015-10-28T09:00:00Z,12,10,7.9,76,H,H
2015-10-28T10:00:00Z,10.6,9.7,8.7,88,H,H
2015-10-28T11:00:00Z,10,9.2,8.4,90,H,H
2015-10-28T12:00:00Z,10.6,9.5,8.4,86,H,H
2015-10-28T13:00:00Z,10,9.2,8.3,89,H,H
2015-10-28T14:00:00Z,10.3,9.5,8.6,89,H,H
2015-10-28T15:00:00Z,11,10,8.9,87,H,H
2015-10-28T16:00:00Z,11.5,10.3,9.1,85,H,H
2015-10-28T17:00:00Z,11.2,10.1,9,86,H,H
2015-10-28T18:00:00Z,11.2,10.2,9.3,88,H,H
2015-10-28T19:00:00Z,12.1,10.9,9.8,86,H,H
2015-10-28T20:00:00Z,13.8,11.9,10.2,79,H,H
2015-10-28T21:00:00Z,14.3,12.1,10.1,76,H,H
2015-10-28T22:00:00Z,14.8,12.3,10,73,H,H
2015-10-28T23:00:00Z,15.1,12.2,9.5,69,H,H
2015-10-29T00:00:00Z,15.6,12.1,8.8,64,H,H
2015-10-29T01:00:00Z,14.9,12.3,9.9,72,H,H
2015-10-29T02:00:00Z,15.3,12.8,10.5,73,H,H
2015-10-29T03:00:00Z,14.3,12.7,11.3,82,H,H
2015-10-29T04:00:00Z,13.9,11.8,9.8,76,H,H
2015-10-29T05:00:00Z,13.9,12.1,10.5,80,H,H
2015-10-29T06:00:00Z,13,12.2,11.6,91,H,H
2015-10-29T07:00:00Z,11.9,10.8,9.8,87,H,H
2015-10-29T08:00:00Z,11.4,10.4,9.5,88,H,H
2015-10-29T09:00:00Z,11.1,10.7,10.3,95,H,H
2015-10-29T10:00:00Z,11.1,10.7,10.3,95,H,H
2015-10-29T11:00:00Z,11,10.7,10.4,96,H,H
2015-10-29T12:00:00Z,11.1,10.7,10.3,95,H,H
2015-10-29T13:00:00Z,11.3,10.6,9.9,91,H,H
2015-10-29T14:00:00Z,9.5,8.7,7.8,89,H,H
2015-10-29T15:00:00Z,8.9,8,7,88,H,H
2015-10-29T16:00:00Z,8.5,7.5,6.3,86,H,H
2015-10-29T17:00:00Z,8.6,7.4,6.1,84,H,H
2015-10-29T18:00:00Z,8.7,7.3,5.6,81,H,H
2015-10-29T19:00:00Z,9.1,7.5,5.7,79,H,H
2015-10-29T20:00:00Z,10,8.1,6,76,H,H
2015-10-29T21:00:00Z,11.4,9,6.3,71,H,H
2015-10-29T22:00:00Z,12.5,9.6,6.3,66,H,H
2015-10-29T23:00:00Z,12.7,9.5,5.8,63,H,H
2015-10-30T00:00:00Z,13.7,10.1,6.1,60,H,H
2015-10-30T01:00:00Z,14,10,5.6,57,H,H
2015-10-30T02:00:00Z,14.1,10.1,5.7,57,H,H
2015-10-30T03:00:00Z,12.6,9,4.8,59,H,H
2015-10-30T04:00:00Z,13.1,9.3,4.8,57,H,H
2015-10-30T05:00:00Z,12,8.5,4.3,59,H,H
2015-10-30T06:00:00Z,11,7.6,3.3,59,H,H
2015-10-30T07:00:00Z,9,6.5,3.2,67,H,H
2015-10-30T08:00:00Z,7.7,5.6,2.6,70,H,H
2015-10-30T09:00:00Z,7.8,5.8,3.1,72,H,H
