Frequency [D/H],Data Type,Observation time UTC,Data Source,Radiation [MJ/m2],PERIOD [hrs]
D,Global,2022-11-25T10:59:00Z,D,25.02,24
D,Global,2022-11-26T10:59:00Z,D,19.95,24
D,Global,2022-11-27T10:59:00Z,D,17.73,24
D,Global,2022-11-28T10:59:00Z,D,26.9,24
D,Global,2022-11-29T10:59:00Z,D,18.54,24
D,Global,2022-11-30T10:59:00Z,D,12.15,24
D,Global,2022-12-01T10:59:00Z,D,29.21,24
D,Global,2022-12-02T10:59:00Z,D,31.05,24
D,Global,2022-12-03T10:59:00Z,D,28.15,24
D,Global,2022-12-04T10:59:00Z,D,32.28,24
D,Global,2022-12-05T10:59:00Z,D,30.67,24
D,Global,2022-12-06T10:59:00Z,D,21.79,24
D,Global,2022-12-07T10:59:00Z,D,16.54,24
D,Global,2022-12-08T10:59:00Z,D,18.78,24
D,Global,2022-12-09T10:59:00Z,D,8.01,24
D,Global,2022-12-10T10:59:00Z,D,10.59,24
D,Global,2022-12-11T10:59:00Z,D,9.56,24
D,Global,2022-12-12T10:59:00Z,D,29.99,24
D,Global,2022-12-13T10:59:00Z,D,18.67,24
D,Global,2022-12-14T10:59:00Z,D,4.49,24
D,Global,2022-12-15T10:59:00Z,D,7.24,24
D,Global,2022-12-16T10:59:00Z,D,18.82,24
D,Global,2022-12-17T10:59:00Z,D,17.66,24
D,Global,2022-12-18T10:59:00Z,D,20.83,24
D,Global,2022-12-19T10:59:00Z,D,33.19,24
D,Global,2022-12-20T10:59:00Z,D,5.95,24
D,Global,2022-12-21T10:59:00Z,D,31.21,24
D,Global,2022-12-22T10:59:00Z,D,18.24,24
D,Global,2022-12-23T10:59:00Z,D,27.8,24
D,Global,2022-12-24T10:59:00Z,D,21.19,24
D,Global,2022-12-25T10:59:00Z,D,29.86,24
D,Global,2022-12-26T10:59:00Z,D,27,24
D,Global,2022-12-27T10:59:00Z,D,28.38,24
D,Global,2022-12-28T10:59:00Z,D,32.45,24
D,Global,2022-12-29T10:59:00Z,D,23.31,24
D,Global,2022-12-30T10:59:00Z,D,32.08,24
D,Global,2022-12-31T10:59:00Z,D,21.75,24
D,Global,2023-01-01T10:59:00Z,D,18.93,24
D,Global,2023-01-02T10:59:00Z,D,18.56,24
D,Global,2023-01-03T10:59:00Z,D,16.75,24
D,Global,2023-01-04T10:59:00Z,D,7.74,24
D,Global,2023-01-05T10:59:00Z,D,6.6,24
D,Global,2023-01-06T10:59:00Z,D,8.66,24
D,Global,2023-01-07T10:59:00Z,D,6.73,24
D,Global,2023-01-08T10:59:00Z,D,21.78,24
D,Global,2023-01-09T10:59:00Z,D,21.61,24
D,Global,2023-01-10T10:59:00Z,D,4.04,24
D,Global,2023-01-11T10:59:00Z,D,11.45,24
D,Global,2023-01-12T10:59:00Z,D,9.47,24
D,Global,2023-01-13T10:59:00Z,D,30.01,24
D,Global,2023-01-14T10:59:00Z,D,21.04,24
D,Global,2023-01-15T10:59:00Z,D,21,24
D,Global,2023-01-16T10:59:00Z,D,30.09,24
D,Global,2023-01-17T10:59:00Z,D,27.76,24
D,Global,2023-01-18T10:59:00Z,D,24.32,24
D,Global,2023-01-19T10:59:00Z,D,24.15,24
D,Global,2023-01-20T10:59:00Z,D,31.72,24
D,Global,2023-01-21T10:59:00Z,D,27.82,24
D,Global,2023-01-22T10:59:00Z,D,21.74,24
D,Global,2023-01-23T10:59:00Z,D,21.59,24
D,Global,2023-01-24T10:59:00Z,D,11.92,24
D,Global,2023-01-25T10:59:00Z,D,19.94,24
D,Global,2023-01-26T10:59:00Z,D,21.58,24
D,Global,2023-01-27T10:59:00Z,D,5.73,24
D,Global,2023-01-28T10:59:00Z,D,5.08,24
D,Global,2023-01-29T10:59:00Z,D,6.51,24
D,Global,2023-01-30T10:59:00Z,D,16.96,24
D,Global,2023-01-31T10:59:00Z,D,10.75,24
D,Global,2023-02-01T10:59:00Z,D,8.07,24
D,Global,2023-02-02T10:59:00Z,D,8.85,24
D,Global,2023-02-03T10:59:00Z,D,13.76,24
D,Global,2023-02-04T10:59:00Z,D,19.83,24
D,Global,2023-02-05T10:59:00Z,D,10.1,24
D,Global,2023-02-06T10:59:00Z,D,10.1,24
D,Global,2023-02-07T10:59:00Z,D,16.89,24
D,Global,2023-02-08T10:59:00Z,D,22.74,24
D,Global,2023-02-09T10:59:00Z,D,24.05,24
D,Global,2023-02-10T10:59:00Z,D,25.43,24
D,Global,2023-02-11T10:59:00Z,D,19.93,24
D,Global,2023-02-12T10:59:00Z,D,5.08,24
D,Global,2023-02-13T10:59:00Z,D,2.76,24
D,Global,2023-02-14T10:59:00Z,D,15.13,24
D,Global,2023-02-15T10:59:00Z,D,20.97,24
D,Global,2023-02-16T10:59:00Z,D,18.08,24
D,Global,2023-02-17T10:59:00Z,D,26.37,24
D,Global,2023-02-18T10:59:00Z,D,25.45,24
D,Global,2023-02-19T10:59:00Z,D,18.63,24
D,Global,2023-02-20T10:59:00Z,D,25.74,24
D,Global,2023-02-21T10:59:00Z,D,23.79,24
D,Global,2023-02-22T10:59:00Z,D,15.98,24
D,Global,2023-02-23T10:59:00Z,D,9.35,24
D,Global,2023-02-24T10:59:00Z,D,8.96,24
D,Global,2023-02-25T10:59:00Z,D,22.46,24
D,Global,2023-02-26T10:59:00Z,D,19.02,24
D,Global,2023-02-27T10:59:00Z,D,3.46,24
D,Global,2023-02-28T10:59:00Z,D,17.08,24
D,Global,2023-03-01T10:59:00Z,D,20.8,24
D,Global,2023-03-02T10:59:00Z,D,24.38,24
D,Global,2023-03-03T10:59:00Z,D,18.08,24
D,Global,2023-03-04T10:59:00Z,D,20.15,24
D,Global,2023-03-05T10:59:00Z,D,19.43,24
D,Global,2023-03-06T10:59:00Z,D,19.09,24
D,Global,2023-03-07T10:59:00Z,D,19.06,24
D,Global,2023-03-08T10:59:00Z,D,22.77,24
D,Global,2023-03-09T10:59:00Z,D,16.91,24
D,Global,2023-03-10T10:59:00Z,D,8.89,24
D,Global,2023-03-11T10:59:00Z,D,21.92,24
D,Global,2023-03-12T10:59:00Z,D,20.02,24
D,Global,2023-03-13T10:59:00Z,D,10.73,24
D,Global,2023-03-14T10:59:00Z,D,23.47,24
D,Global,2023-03-15T10:59:00Z,D,22.71,24
D,Global,2023-03-16T10:59:00Z,D,18.44,24
D,Global,2023-03-17T10:59:00Z,D,4.9,24
D,Global,2023-03-18T10:59:00Z,D,15.56,24
D,Global,2023-03-19T10:59:00Z,D,14.55,24
D,Global,2023-03-20T10:59:00Z,D,21.16,24
D,Global,2023-03-21T10:59:00Z,D,3.77,24
D,Global,2023-03-22T10:59:00Z,D,18.46,24
D,Global,2023-03-23T10:59:00Z,D,20.97,24
D,Global,2023-03-24T10:59:00Z,D,21.88,24
D,Global,2023-03-25T10:59:00Z,D,15.57,24
D,Global,2023-03-26T10:59:00Z,D,12.32,24
D,Global,2023-03-27T10:59:00Z,D,8.49,24
D,Global,2023-03-28T10:59:00Z,D,11.03,24
D,Global,2023-03-29T10:59:00Z,D,20.44,24
D,Global,2023-03-30T10:59:00Z,D,19.08,24
D,Global,2023-03-31T10:59:00Z,D,19.63,24
D,Global,2023-04-01T10:59:00Z,D,5.04,24
D,Global,2023-04-02T11:59:00Z,D,15.79,24
D,Global,2023-04-03T11:59:00Z,D,19.27,24
D,Global,2023-04-04T11:59:00Z,D,17.4,24
D,Global,2023-04-05T11:59:00Z,D,18.34,24
D,Global,2023-04-06T11:59:00Z,D,8.2,24
D,Global,2023-04-07T11:59:00Z,D,12.54,24
D,Global,2023-04-08T11:59:00Z,D,11.68,24
D,Global,2023-04-09T11:59:00Z,D,14.25,24
D,Global,2023-04-10T11:59:00Z,D,12.48,24
D,Global,2023-04-11T11:59:00Z,D,13.42,24
D,Global,2023-04-12T11:59:00Z,D,6.98,24
D,Global,2023-04-13T11:59:00Z,D,14.62,24
D,Global,2023-04-14T11:59:00Z,D,11.38,24
D,Global,2023-04-15T11:59:00Z,D,12.82,24
D,Global,2023-04-16T11:59:00Z,D,13.45,24
D,Global,2023-04-17T11:59:00Z,D,14.18,24
D,Global,2023-04-18T11:59:00Z,D,10.27,24
D,Global,2023-04-19T11:59:00Z,D,11.15,24
D,Global,2023-04-20T11:59:00Z,D,8.7,24
D,Global,2023-04-21T11:59:00Z,D,5.15,24
D,Global,2023-04-22T11:59:00Z,D,3.33,24
D,Global,2023-04-23T11:59:00Z,D,9.39,24
D,Global,2023-04-24T11:59:00Z,D,13.11,24
D,Global,2023-04-25T11:59:00Z,D,11.05,24
D,Global,2023-04-26T11:59:00Z,D,7.39,24
D,Global,2023-04-27T11:59:00Z,D,14.41,24
D,Global,2023-04-28T11:59:00Z,D,11.94,24
D,Global,2023-04-29T11:59:00Z,D,8.74,24
D,Global,2023-04-30T11:59:00Z,D,4.19,24
D,Global,2023-05-01T11:59:00Z,D,2.81,24
D,Global,2023-05-02T11:59:00Z,D,5.19,24
D,Global,2023-05-03T11:59:00Z,D,3.65,24
D,Global,2023-05-04T11:59:00Z,D,3.78,24
D,Global,2023-05-05T11:59:00Z,D,3.71,24
D,Global,2023-05-06T11:59:00Z,D,4.22,24
D,Global,2023-05-07T11:59:00Z,D,3.95,24
D,Global,2023-05-08T11:59:00Z,D,7.32,24
D,Global,2023-05-09T11:59:00Z,D,2.88,24
D,Global,2023-05-10T11:59:00Z,D,7.17,24
D,Global,2023-05-11T11:59:00Z,D,7.51,24
D,Global,2023-05-12T11:59:00Z,D,12.39,24
D,Global,2023-05-13T11:59:00Z,D,12.1,24
D,Global,2023-05-14T11:59:00Z,D,9.19,24
D,Global,2023-05-15T11:59:00Z,D,8.41,24
D,Global,2023-05-16T11:59:00Z,D,11.75,24
D,Global,2023-05-17T11:59:00Z,D,11.54,24
D,Global,2023-05-18T11:59:00Z,D,6.78,24
D,Global,2023-05-19T11:59:00Z,D,2.09,24
D,Global,2023-05-20T11:59:00Z,D,4.51,24
D,Global,2023-05-21T11:59:00Z,D,9.72,24
D,Global,2023-05-22T11:59:00Z,D,6.25,24
D,Global,2023-05-23T11:59:00Z,D,7.85,24
D,Global,2023-05-24T11:59:00Z,D,10.29,24
D,Global,2023-05-25T11:59:00Z,D,10.15,24
D,Global,2023-05-26T11:59:00Z,D,10.35,24
D,Global,2023-05-27T11:59:00Z,D,5.37,24
D,Global,2023-05-28T11:59:00Z,D,6.96,24
D,Global,2023-05-29T11:59:00Z,D,2.11,24
D,Global,2023-05-30T11:59:00Z,D,6.47,24
D,Global,2023-05-31T11:59:00Z,D,8.33,24
D,Global,2023-06-01T11:59:00Z,D,7.45,24
D,Global,2023-06-02T11:59:00Z,D,6.6,24
D,Global,2023-06-03T11:59:00Z,D,7.23,24
D,Global,2023-06-04T11:59:00Z,D,4.34,24
D,Global,2023-06-05T11:59:00Z,D,3.3,24
D,Global,2023-06-06T11:59:00Z,D,4.99,24
D,Global,2023-06-07T11:59:00Z,D,9.43,24
D,Global,2023-06-08T11:59:00Z,D,9.07,24
D,Global,2023-06-09T11:59:00Z,D,8.36,24
D,Global,2023-06-10T11:59:00Z,D,9.43,24
D,Global,2023-06-11T11:59:00Z,D,9.56,24
D,Global,2023-06-12T11:59:00Z,D,9.43,24
D,Global,2023-06-13T11:59:00Z,D,9.76,24
D,Global,2023-06-14T11:59:00Z,D,9.77,24
D,Global,2023-06-15T11:59:00Z,D,9.36,24
D,Global,2023-06-16T11:59:00Z,D,5.9,24
D,Global,2023-06-17T11:59:00Z,D,3.41,24
D,Global,2023-06-18T11:59:00Z,D,0.94,24
D,Global,2023-06-19T11:59:00Z,D,5.54,24
D,Global,2023-06-20T11:59:00Z,D,6.32,24
D,Global,2023-06-21T11:59:00Z,D,6.25,24
D,Global,2023-06-22T11:59:00Z,D,2.69,24
D,Global,2023-06-23T11:59:00Z,D,6.95,24
D,Global,2023-06-24T11:59:00Z,D,3.92,24
D,Global,2023-06-25T11:59:00Z,D,8.2,24
D,Global,2023-06-26T11:59:00Z,D,7.31,24
D,Global,2023-06-27T11:59:00Z,D,7.32,24
D,Global,2023-06-28T11:59:00Z,D,9.36,24
D,Global,2023-06-29T11:59:00Z,D,8.76,24
D,Global,2023-06-30T11:59:00Z,D,7.19,24
D,Global,2023-07-01T11:59:00Z,D,7.72,24
D,Global,2023-07-02T11:59:00Z,D,6.11,24
D,Global,2023-07-03T11:59:00Z,D,4.62,24
D,Global,2023-07-04T11:59:00Z,D,4.97,24
D,Global,2023-07-05T11:59:00Z,D,2.82,24
D,Global,2023-07-06T11:59:00Z,D,9.56,24
D,Global,2023-07-07T11:59:00Z,D,4.34,24
D,Global,2023-07-08T11:59:00Z,D,2.18,24
D,Global,2023-07-09T11:59:00Z,D,1.93,24
D,Global,2023-07-10T11:59:00Z,D,9.26,24
D,Global,2023-07-11T11:59:00Z,D,7.45,24
D,Global,2023-07-12T11:59:00Z,D,6.91,24
D,Global,2023-07-13T11:59:00Z,D,6.12,24
D,Global,2023-07-14T11:59:00Z,D,5.58,24
D,Global,2023-07-15T11:59:00Z,D,9.86,24
D,Global,2023-07-16T11:59:00Z,D,4.33,24
D,Global,2023-07-17T11:59:00Z,D,9.14,24
D,Global,2023-07-18T11:59:00Z,D,7.97,24
D,Global,2023-07-19T11:59:00Z,D,9.98,24
D,Global,2023-07-20T11:59:00Z,D,8.78,24
D,Global,2023-07-21T11:59:00Z,D,3.94,24
D,Global,2023-07-22T11:59:00Z,D,10.79,24
D,Global,2023-07-23T11:59:00Z,D,10.69,24
D,Global,2023-07-24T11:59:00Z,D,8.63,24
D,Global,2023-07-25T11:59:00Z,D,8.16,24
D,Global,2023-07-26T11:59:00Z,D,11.32,24
D,Global,2023-07-27T11:59:00Z,D,6.23,24
D,Global,2023-07-28T11:59:00Z,D,10.77,24
D,Global,2023-07-29T11:59:00Z,D,11.89,24
D,Global,2023-07-30T11:59:00Z,D,10.66,24
D,Global,2023-07-31T11:59:00Z,D,6.85,24
D,Global,2023-08-01T11:59:00Z,D,7.68,24
D,Global,2023-08-02T11:59:00Z,D,8.61,24
D,Global,2023-08-03T11:59:00Z,D,11.99,24
D,Global,2023-08-04T11:59:00Z,D,12.52,24
D,Global,2023-08-05T11:59:00Z,D,11.68,24
D,Global,2023-08-06T11:59:00Z,D,10.65,24
D,Global,2023-08-07T11:59:00Z,D,6.96,24
D,Global,2023-08-08T11:59:00Z,D,6.51,24
D,Global,2023-08-09T11:59:00Z,D,11.93,24
D,Global,2023-08-10T11:59:00Z,D,6.5,24
D,Global,2023-08-11T11:59:00Z,D,13.65,24
D,Global,2023-08-12T11:59:00Z,D,8.4,24
D,Global,2023-08-13T11:59:00Z,D,9.31,24
D,Global,2023-08-14T11:59:00Z,D,7.64,24
D,Global,2023-08-15T11:59:00Z,D,13.09,24
D,Global,2023-08-16T11:59:00Z,D,11.35,24
D,Global,2023-08-17T11:59:00Z,D,12.95,24
D,Global,2023-08-18T11:59:00Z,D,11.67,24
D,Global,2023-08-19T11:59:00Z,D,5.69,24
D,Global,2023-08-20T11:59:00Z,D,3.75,24
D,Global,2023-08-21T11:59:00Z,D,10.5,24
D,Global,2023-08-22T11:59:00Z,D,15.68,24
D,Global,2023-08-23T11:59:00Z,D,15.82,24
D,Global,2023-08-24T11:59:00Z,D,13.3,24
D,Global,2023-08-25T11:59:00Z,D,14.6,24
D,Global,2023-08-26T11:59:00Z,D,14.1,24
D,Global,2023-08-27T11:59:00Z,D,10.44,24
D,Global,2023-08-28T11:59:00Z,D,14.75,24
D,Global,2023-08-29T11:59:00Z,D,16.75,24
D,Global,2023-08-30T11:59:00Z,D,15.62,24
D,Global,2023-08-31T11:59:00Z,D,15.94,24
D,Global,2023-09-01T11:59:00Z,D,16.99,24
D,Global,2023-09-02T11:59:00Z,D,15.35,24
D,Global,2023-09-03T11:59:00Z,D,11.38,24
D,Global,2023-09-04T11:59:00Z,D,9.25,24
D,Global,2023-09-05T11:59:00Z,D,4.94,24
D,Global,2023-09-06T11:59:00Z,D,5.75,24
D,Global,2023-09-07T11:59:00Z,D,4.34,24
D,Global,2023-09-08T11:59:00Z,D,16.6,24
D,Global,2023-09-09T11:59:00Z,D,18.77,24
D,Global,2023-09-10T11:59:00Z,D,13.98,24
D,Global,2023-09-11T11:59:00Z,D,11.27,24
D,Global,2023-09-12T11:59:00Z,D,14.85,24
D,Global,2023-09-13T11:59:00Z,D,15.7,24
D,Global,2023-09-14T11:59:00Z,D,17.45,24
D,Global,2023-09-15T11:59:00Z,D,14.48,24
D,Global,2023-09-16T11:59:00Z,D,19.19,24
D,Global,2023-09-17T11:59:00Z,D,16.58,24
D,Global,2023-09-18T11:59:00Z,D,15.05,24
D,Global,2023-09-19T11:59:00Z,D,20,24
D,Global,2023-09-20T11:59:00Z,D,19.38,24
D,Global,2023-09-21T11:59:00Z,D,16.57,24
D,Global,2023-09-22T11:59:00Z,D,10.38,24
D,Global,2023-09-23T11:59:00Z,D,5.36,24
D,Global,2023-09-24T10:59:00Z,D,5.36,24
D,Global,2023-09-25T10:59:00Z,D,3.56,24
D,Global,2023-09-26T10:59:00Z,D,13.21,24
D,Global,2023-09-27T10:59:00Z,D,12.43,24
D,Global,2023-09-28T10:59:00Z,D,9.67,24
D,Global,2023-09-29T10:59:00Z,D,13.96,24
D,Global,2023-09-30T10:59:00Z,D,12.6,24
D,Global,2023-10-01T10:59:00Z,D,18.18,24
D,Global,2023-10-02T10:59:00Z,D,16.31,24
D,Global,2023-10-03T10:59:00Z,D,22.94,24
D,Global,2023-10-04T10:59:00Z,D,24.31,24
D,Global,2023-10-05T10:59:00Z,D,23.39,24
D,Global,2023-10-06T10:59:00Z,D,13.06,24
D,Global,2023-10-07T10:59:00Z,D,8.1,24
D,Global,2023-10-08T10:59:00Z,D,17.25,24
D,Global,2023-10-09T10:59:00Z,D,22.23,24
D,Global,2023-10-10T10:59:00Z,D,14.18,24
D,Global,2023-10-11T10:59:00Z,D,21.82,24
D,Global,2023-10-12T10:59:00Z,D,15.77,24
D,Global,2023-10-13T10:59:00Z,D,14.24,24
D,Global,2023-10-14T10:59:00Z,D,8.56,24
D,Global,2023-10-15T10:59:00Z,D,16.32,24
D,Global,2023-10-16T10:59:00Z,D,22.58,24
D,Global,2023-10-17T10:59:00Z,D,10.72,24
D,Global,2023-10-18T10:59:00Z,D,16.05,24
D,Global,2023-10-19T10:59:00Z,D,24.2,24
D,Global,2023-10-20T10:59:00Z,D,20.27,24
D,Global,2023-10-21T10:59:00Z,D,25.89,24
D,Global,2023-10-22T10:59:00Z,D,21.78,24
D,Global,2023-10-23T10:59:00Z,D,21.76,24
D,Global,2023-10-24T10:59:00Z,D,10.85,24
D,Global,2023-10-25T10:59:00Z,D,12.49,24
D,Global,2023-10-26T10:59:00Z,D,10.39,24
D,Global,2023-10-27T10:59:00Z,D,16.18,24
D,Global,2023-10-28T10:59:00Z,D,27.39,24
D,Global,2023-10-29T10:59:00Z,D,23.48,24
D,Global,2023-10-30T10:59:00Z,D,9.23,24
D,Global,2023-10-31T10:59:00Z,D,10.39,24
D,Global,2023-11-01T10:59:00Z,D,18.17,24
D,Global,2023-11-02T10:59:00Z,D,21.76,24
D,Global,2023-11-03T10:59:00Z,D,5.35,24
D,Global,2023-11-04T10:59:00Z,D,14.17,24
D,Global,2023-11-05T10:59:00Z,D,20.55,24
D,Global,2023-11-06T10:59:00Z,D,20.2,24
D,Global,2023-11-07T10:59:00Z,D,7.37,24
D,Global,2023-11-08T10:59:00Z,D,27.93,24
D,Global,2023-11-09T10:59:00Z,D,20,24
D,Global,2023-11-10T10:59:00Z,D,30.17,24
D,Global,2023-11-11T10:59:00Z,D,27.8,24
D,Global,2023-11-12T10:59:00Z,D,29.01,24
D,Global,2023-11-13T10:59:00Z,D,29.43,24
D,Global,2023-11-14T10:59:00Z,D,17.43,24
D,Global,2023-11-15T10:59:00Z,D,20.67,24
D,Global,2023-11-16T10:59:00Z,D,19.24,24
D,Global,2023-11-17T10:59:00Z,D,6.99,24
D,Global,2023-11-18T10:59:00Z,D,4.26,24
D,Global,2023-11-19T10:59:00Z,D,9.05,24
D,Global,2023-11-20T10:59:00Z,D,19.3,24
D,Global,2023-11-21T10:59:00Z,D,20.12,24
D,Global,2023-11-22T10:59:00Z,D,19.14,24
D,Global,2023-11-23T10:59:00Z,D,26.54,24
D,Global,2023-11-24T10:59:00Z,D,17.5,24
D,Global,2023-11-25T10:59:00Z,D,11.26,24
D,Global,2023-11-26T10:59:00Z,D,26.78,24
D,Global,2023-11-27T10:59:00Z,D,31.67,24
D,Global,2023-11-28T10:59:00Z,D,10.12,24
D,Global,2023-11-29T10:59:00Z,D,23.64,24
D,Global,2023-11-30T10:59:00Z,D,28.07,24
D,Global,2023-12-01T10:59:00Z,D,21.65,24
D,Global,2023-12-02T10:59:00Z,D,18.78,24
D,Global,2023-12-03T10:59:00Z,D,7.13,24
D,Global,2023-12-04T10:59:00Z,D,12.82,24
D,Global,2023-12-05T10:59:00Z,D,13.31,24
D,Global,2023-12-06T10:59:00Z,D,14.69,24
D,Global,2023-12-07T10:59:00Z,D,28.77,24
D,Global,2023-12-08T10:59:00Z,D,23.66,24
D,Global,2023-12-09T10:59:00Z,D,16.64,24
D,Global,2023-12-10T10:59:00Z,D,15.85,24
D,Global,2023-12-11T10:59:00Z,D,24.99,24
D,Global,2023-12-12T10:59:00Z,D,22.45,24
D,Global,2023-12-13T10:59:00Z,D,24.01,24
D,Global,2023-12-14T10:59:00Z,D,32.75,24
D,Global,2023-12-15T10:59:00Z,D,32.41,24
D,Global,2023-12-16T10:59:00Z,D,31.51,24
D,Global,2023-12-17T10:59:00Z,D,27.66,24
D,Global,2023-12-18T10:59:00Z,D,7.91,24
D,Global,2023-12-19T10:59:00Z,D,28.52,24
D,Global,2023-12-20T10:59:00Z,D,25.42,24
D,Global,2023-12-21T10:59:00Z,D,30.05,24
D,Global,2023-12-22T10:59:00Z,D,18.3,24
D,Global,2023-12-23T10:59:00Z,D,15.97,24
D,Global,2023-12-24T10:59:00Z,D,6.98,24
D,Global,2023-12-25T10:59:00Z,D,9.57,24
D,Global,2023-12-26T10:59:00Z,D,24.02,24
D,Global,2023-12-27T10:59:00Z,D,27.87,24
D,Global,2023-12-28T10:59:00Z,D,13.49,24
D,Global,2023-12-29T10:59:00Z,D,6.61,24
D,Global,2023-12-30T10:59:00Z,D,25.26,24
D,Global,2023-12-31T10:59:00Z,D,14.38,24
D,Global,2024-01-01T10:59:00Z,D,31.76,24
D,Global,2024-01-02T10:59:00Z,D,25.68,24
D,Global,2024-01-03T10:59:00Z,D,31.55,24
D,Global,2024-01-04T10:59:00Z,D,21.58,24
D,Global,2024-01-05T10:59:00Z,D,11.35,24
D,Global,2024-01-06T10:59:00Z,D,23.43,24
D,Global,2024-01-07T10:59:00Z,D,29.03,24
D,Global,2024-01-08T10:59:00Z,D,27.26,24
D,Global,2024-01-09T10:59:00Z,D,22.15,24
D,Global,2024-01-10T10:59:00Z,D,29.24,24
D,Global,2024-01-11T10:59:00Z,D,27.29,24
D,Global,2024-01-12T10:59:00Z,D,31.29,24
D,Global,2024-01-13T10:59:00Z,D,29.28,24
D,Global,2024-01-14T10:59:00Z,D,25.84,24
D,Global,2024-01-15T10:59:00Z,D,7.78,24
D,Global,2024-01-16T10:59:00Z,D,19.22,24
D,Global,2024-01-17T10:59:00Z,D,16.23,24
D,Global,2024-01-18T10:59:00Z,D,22.21,24
D,Global,2024-01-19T10:59:00Z,D,12.39,24
D,Global,2024-01-20T10:59:00Z,D,13.52,24
D,Global,2024-01-21T10:59:00Z,D,28.88,24
D,Global,2024-01-22T10:59:00Z,D,14.07,24
D,Global,2024-01-23T10:59:00Z,D,16.11,24
D,Global,2024-01-24T10:59:00Z,D,29.64,24
D,Global,2024-01-25T10:59:00Z,D,26.7,24
D,Global,2024-01-26T10:59:00Z,D,29.35,24
D,Global,2024-01-27T10:59:00Z,D,5.91,24
D,Global,2024-01-28T10:59:00Z,D,5.92,24
D,Global,2024-01-29T10:59:00Z,D,20.63,24
D,Global,2024-01-30T10:59:00Z,D,30.46,24
D,Global,2024-01-31T10:59:00Z,D,28.31,24
D,Global,2024-02-01T10:59:00Z,D,29.15,24
D,Global,2024-02-02T10:59:00Z,D,14.33,24
D,Global,2024-02-03T10:59:00Z,D,21.18,24
D,Global,2024-02-04T10:59:00Z,D,30.15,24
D,Global,2024-02-05T10:59:00Z,D,29.21,24
D,Global,2024-02-06T10:59:00Z,D,24.32,24
D,Global,2024-02-07T10:59:00Z,D,21.68,24
D,Global,2024-02-08T10:59:00Z,D,27.41,24
D,Global,2024-02-09T10:59:00Z,D,20.13,24
D,Global,2024-02-10T10:59:00Z,D,13.7,24
D,Global,2024-02-11T10:59:00Z,D,26.42,24
D,Global,2024-02-12T10:59:00Z,D,28.53,24
D,Global,2024-02-13T10:59:00Z,D,24.77,24
D,Global,2024-02-14T10:59:00Z,D,21.86,24
D,Global,2024-02-15T10:59:00Z,D,27.54,24
D,Global,2024-02-16T10:59:00Z,D,24.64,24
D,Global,2024-02-17T10:59:00Z,D,17.91,24
D,Global,2024-02-18T10:59:00Z,D,19.2,24
D,Global,2024-02-19T10:59:00Z,D,24.44,24
D,Global,2024-02-20T10:59:00Z,D,22.45,24
D,Global,2024-02-21T10:59:00Z,D,21.92,24
D,Global,2024-02-22T10:59:00Z,D,14.98,24
D,Global,2024-02-23T10:59:00Z,D,12.58,24
D,Global,2024-02-24T10:59:00Z,D,18.77,24
D,Global,2024-02-25T10:59:00Z,D,6.61,24
D,Global,2024-02-26T10:59:00Z,D,5.36,24
D,Global,2024-02-27T10:59:00Z,D,16.6,24
D,Global,2024-02-28T10:59:00Z,D,24.99,24
D,Global,2024-02-29T10:59:00Z,D,19.88,24
D,Global,2024-03-01T10:59:00Z,D,25.01,24
D,Global,2024-03-02T10:59:00Z,D,18.77,24
D,Global,2024-03-03T10:59:00Z,D,8.82,24
D,Global,2024-03-04T10:59:00Z,D,3.75,24
D,Global,2024-03-05T10:59:00Z,D,19.53,24
D,Global,2024-03-06T10:59:00Z,D,24.74,24
D,Global,2024-03-07T10:59:00Z,D,13.7,24
D,Global,2024-03-08T10:59:00Z,D,23.77,24
D,Global,2024-03-09T10:59:00Z,D,23.07,24
D,Global,2024-03-10T10:59:00Z,D,22.99,24
D,Global,2024-03-11T10:59:00Z,D,22.03,24
D,Global,2024-03-12T10:59:00Z,D,13.98,24
D,Global,2024-03-13T10:59:00Z,D,15.27,24
D,Global,2024-03-14T10:59:00Z,D,10.14,24
D,Global,2024-03-15T10:59:00Z,D,4.94,24
D,Global,2024-03-16T10:59:00Z,D,21.45,24
D,Global,2024-03-17T10:59:00Z,D,14.28,24
D,Global,2024-03-18T10:59:00Z,D,18.82,24
D,Global,2024-03-19T10:59:00Z,D,21.98,24
D,Global,2024-03-20T10:59:00Z,D,14.9,24
D,Global,2024-03-21T10:59:00Z,D,21.68,24
D,Global,2024-03-22T10:59:00Z,D,19.78,24
D,Global,2024-03-23T10:59:00Z,D,5.6,24
D,Global,2024-03-24T10:59:00Z,D,14.27,24
D,Global,2024-03-25T10:59:00Z,D,20.01,24
D,Global,2024-04-04T10:59:00Z,D,0,24
D,Global,2024-04-06T10:59:00Z,D,14.52,24
D,Global,2024-04-07T11:59:00Z,D,11.78,24
D,Global,2024-04-08T11:59:00Z,D,15.84,24
D,Global,2024-04-09T11:59:00Z,D,6.79,24
D,Global,2024-04-10T11:59:00Z,D,11.49,24
D,Global,2024-04-11T11:59:00Z,D,4.21,24
D,Global,2024-04-12T11:59:00Z,D,3.33,24
D,Global,2024-04-13T11:59:00Z,D,9.51,24
D,Global,2024-04-14T11:59:00Z,D,10.99,24
D,Global,2024-04-15T11:59:00Z,D,12.14,24
